N,P,K,temperature,humidity,ph,rainfall,label,yield
94.13,10.15,50.92,26.24,85.07,6.56,47.57,watermelon,30365.48
25.69,25.94,31.14,33.59,49.6,5.76,93.07,mango,11401.75
32.96,61.51,26.57,31.43,59.87,7.18,90.02,blackgram,1084.92
27.19,131.99,185.81,26.35,72.61,5.9,68.38,grapes,21051.84
20.86,24.52,35.39,19.36,86.43,6.63,110.51,pomegranate,10559.7
120.52,21.92,55.77,27.39,92.69,6.1,27.49,muskmelon,16426.55
102.54,87.58,51.96,24.93,83.25,6.13,83.59,banana,40159.62
22.7,69.12,14.01,30.17,49.05,5.86,148.82,pigeonpeas,2009.49
22.82,17.58,41.51,23.75,88.79,7.11,146.84,pomegranate,10609.53
20.55,144.39,181.43,23.99,97.57,5.78,93.78,apple,13250.4
21.59,137.44,217.72,21.81,94.26,6.01,88.27,apple,16752.72
107.42,21.74,47.08,30.12,91.06,6.53,33.18,muskmelon,14541.88
108.45,43.67,40.54,22.59,74.15,7.15,74.69,cotton,2869.3
100.72,80.06,54.81,25.03,76.13,5.7,106.7,banana,38617.53
98.76,52.75,37.12,21.2,84.46,5.34,254.94,rice,6080.33
15.61,24.05,29.43,31.87,50.82,5.48,84.88,mango,8798.83
70.37,48.19,23.42,21.58,70.36,7.18,69.28,maize,6064.26
13.1,21.4,10.66,23.32,92.9,7.17,111.56,orange,12068.01
106.63,48.46,49.1,20.75,57.89,6.45,79.19,wheat,5086.44
110.36,11.71,52.73,24.28,77.75,6.44,47.64,watermelon,32147.34
19.56,19.05,9.98,23.53,90.7,7.06,93.92,orange,14774.51
121.22,41.09,46.46,23.23,68.75,6.42,54.18,cotton,2419.44
92.09,49.55,55.2,17.97,59.0,6.48,53.54,wheat,4854.49
101.1,21.32,45.31,25.34,88.13,6.15,27.98,muskmelon,13778.32
22.72,72.23,22.57,19.08,24.27,5.28,126.08,kidneybeans,2174.38
82.18,46.47,36.7,25.01,76.43,6.47,166.6,jute,3630.09
97.69,19.42,48.42,32.11,95.45,6.55,26.0,muskmelon,20106.86
58.65,50.6,51.38,37.17,92.39,6.33,129.63,papaya,33520.77
47.28,73.16,12.96,30.89,69.25,7.27,51.3,blackgram,982.83
111.75,98.93,42.84,23.15,78.77,5.54,105.92,banana,41504.34
94.76,9.63,52.53,22.98,81.15,6.65,59.39,watermelon,26394.67
111.8,48.76,39.16,29.34,63.38,6.65,111.49,cotton,2473.76
20.82,12.9,27.33,27.87,95.26,6.05,179.28,coconut,7900.28
14.78,153.12,185.94,25.17,92.11,5.97,104.22,apple,12975.46
15.75,57.19,22.29,21.79,69.94,6.79,52.04,lentil,1806.7
18.81,48.91,22.2,27.8,75.98,6.8,52.65,mungbean,1285.71
77.69,51.48,49.24,25.25,80.66,5.45,277.2,rice,5391.62
15.21,61.24,12.08,28.83,46.93,5.91,162.81,pigeonpeas,2138.83
92.18,9.08,44.16,21.38,88.59,6.57,50.1,watermelon,23315.57
23.31,134.73,172.62,24.91,85.86,5.98,104.62,grapes,18598.15
35.57,53.75,22.72,34.11,65.74,6.58,58.36,blackgram,937.6
17.99,71.41,14.23,21.51,22.6,5.84,92.09,kidneybeans,2002.71
28.59,23.13,36.27,29.47,41.02,5.77,89.91,mango,7842.35
19.6,66.5,14.97,28.72,45.31,6.0,127.6,pigeonpeas,2663.91
19.36,63.57,16.88,21.8,68.66,7.2,46.23,lentil,1386.52
112.11,42.53,47.82,21.85,66.35,6.51,79.96,cotton,2640.88
30.41,140.59,212.49,25.18,88.49,5.67,48.21,grapes,19993.21
86.77,37.11,38.88,24.66,81.96,6.4,175.8,jute,3434.7
106.83,55.64,39.28,21.46,65.66,7.16,51.34,cotton,2565.62
91.12,21.08,40.86,31.23,90.97,6.27,28.7,muskmelon,19141.69
108.34,53.73,45.6,25.01,68.44,6.58,78.96,cotton,2229.4
23.27,121.1,209.94,22.75,93.82,5.95,123.06,apple,18856.29
102.45,79.96,41.48,26.83,84.12,6.28,115.09,banana,39820.31
41.51,68.92,106.93,19.05,14.99,7.47,46.36,chickpea,1558.39
21.02,132.24,195.07,21.19,79.27,5.97,87.43,grapes,28182.53
14.43,69.29,21.06,21.57,20.71,5.82,116.02,kidneybeans,2739.5
21.6,16.25,22.44,27.03,91.35,5.53,148.29,coconut,5809.45
16.31,129.32,182.8,20.67,92.1,5.91,149.61,apple,12794.76
29.15,145.21,193.5,23.26,81.64,6.02,70.91,grapes,22777.19
101.07,11.49,43.39,31.19,85.14,6.54,62.57,watermelon,29524.11
26.47,15.55,30.39,31.04,92.62,6.26,196.42,coconut,7514.38
36.75,61.98,69.58,16.54,16.94,7.27,53.56,chickpea,1560.12
88.6,61.8,21.96,20.98,64.87,5.12,71.11,maize,6291.81
16.37,39.22,16.52,28.95,81.49,6.63,53.66,mungbean,1478.22
43.6,77.1,19.58,31.3,62.08,7.74,97.75,blackgram,1099.12
114.29,40.28,43.72,27.62,63.06,6.41,122.33,cotton,3277.35
15.36,63.9,18.88,24.56,64.24,7.03,63.63,lentil,1407.01
118.55,12.04,52.67,27.06,83.14,6.35,42.52,watermelon,26552.91
46.57,53.87,49.46,35.06,87.66,7.14,138.56,papaya,31860.86
18.81,18.75,35.86,22.37,88.08,6.45,120.74,pomegranate,10689.63
111.41,7.27,52.0,23.64,83.16,6.78,51.98,watermelon,20731.01
16.86,20.57,47.62,15.4,91.3,6.07,116.98,pomegranate,10860.55
82.87,57.45,48.74,18.99,46.93,6.35,69.18,wheat,5147.95
40.3,68.53,16.81,29.88,70.64,7.03,56.1,blackgram,1005.59
23.32,34.81,32.39,29.17,48.16,5.71,88.01,mango,10432.0
81.93,47.19,45.21,27.85,73.74,6.38,155.49,jute,2780.51
92.56,51.52,23.95,22.17,72.05,6.2,67.78,maize,8126.12
25.15,44.84,21.46,27.27,52.08,6.05,48.78,mothbeans,1521.08
45.3,65.22,25.19,31.53,73.64,6.86,48.71,blackgram,1018.45
24.45,45.78,20.7,27.91,80.37,6.67,47.56,mungbean,1433.78
17.09,22.76,42.0,21.33,92.51,6.61,97.85,pomegranate,12840.2
124.75,43.62,41.36,25.15,67.32,6.62,74.55,cotton,3323.34
109.35,84.96,44.41,26.92,84.85,5.62,117.73,banana,53026.22
29.01,61.49,10.73,27.75,48.08,5.87,140.07,pigeonpeas,1913.82
18.81,68.38,17.44,23.79,58.21,5.85,156.96,pigeonpeas,2047.18
21.3,152.53,181.62,24.27,81.91,5.96,67.37,grapes,20640.61
21.14,47.07,26.06,25.52,88.04,7.03,56.16,mungbean,1918.86
19.02,134.75,190.59,20.54,90.77,5.59,127.67,apple,13200.09
16.64,140.13,170.79,23.82,87.56,5.83,46.4,grapes,20175.29
111.24,14.75,55.19,32.21,94.29,6.74,25.85,muskmelon,15136.49
94.78,15.2,55.98,30.93,95.55,6.65,26.45,muskmelon,14065.09
75.85,50.63,39.98,27.04,81.69,6.58,177.19,jute,3891.76
21.74,44.6,23.07,29.02,89.06,6.8,78.35,mungbean,1158.65
18.81,119.9,194.19,25.51,91.13,6.13,86.53,grapes,20097.67
25.07,14.71,30.95,24.38,96.97,5.67,190.71,coconut,6158.91
84.97,49.15,45.73,22.09,54.78,6.54,97.16,wheat,4407.27
20.33,41.4,30.72,27.06,85.79,7.05,42.92,mungbean,1161.58
19.98,32.12,25.05,30.87,42.13,5.81,72.7,mango,9288.09
104.21,42.44,27.32,23.99,66.4,6.88,92.44,maize,6591.38
20.41,28.42,29.85,32.05,48.32,5.78,64.79,mango,9381.54
43.39,63.93,50.6,33.43,89.53,6.26,161.25,papaya,35644.74
18.54,16.53,36.86,17.46,90.06,6.48,120.07,pomegranate,11522.99
20.35,53.64,15.62,26.39,58.05,6.79,64.78,mothbeans,1123.71
15.46,76.42,24.21,28.05,54.76,5.35,122.39,pigeonpeas,1432.03
23.03,13.85,31.98,25.23,94.96,6.1,184.26,coconut,6765.05
39.62,77.86,66.14,19.52,22.47,8.18,66.93,chickpea,1762.98
21.61,13.09,29.19,33.19,91.86,5.76,146.75,coconut,6637.6
24.62,121.8,189.0,22.28,78.38,5.9,65.0,grapes,19495.18
45.34,65.06,53.99,34.83,95.79,6.83,171.62,papaya,35695.58
27.81,29.67,38.65,32.08,47.85,6.1,94.34,mango,9651.56
110.27,14.38,58.17,29.8,91.79,6.46,27.4,muskmelon,19460.1
22.29,12.28,8.86,24.51,92.43,6.66,93.62,orange,13724.93
72.27,48.12,42.49,25.9,86.8,7.08,176.98,rice,6322.76
25.53,126.42,202.61,22.3,82.09,6.1,94.18,grapes,17902.0
75.25,47.85,42.76,23.71,76.17,6.52,139.97,jute,2828.94
79.06,17.61,47.84,26.65,95.97,6.24,32.08,muskmelon,19041.18
29.76,27.23,35.91,32.01,55.57,4.86,88.91,mango,10838.26
90.0,78.7,42.73,28.94,80.72,5.75,97.16,banana,49062.84
48.3,63.13,42.82,30.11,90.55,7.13,143.38,papaya,36230.99
40.4,69.6,15.06,31.45,65.43,6.49,54.07,blackgram,1074.71
23.25,48.41,20.18,23.23,56.73,6.84,55.28,mothbeans,1111.38
94.19,6.07,47.12,23.06,87.33,6.77,59.39,watermelon,30074.1
48.06,57.37,49.04,32.7,89.66,6.74,163.51,papaya,37817.54
18.1,131.19,196.11,24.39,94.09,5.88,113.94,apple,12293.9
103.58,5.74,40.74,26.64,82.27,6.2,62.71,watermelon,27404.04
23.64,135.79,219.29,20.68,88.58,5.89,112.46,apple,15075.75
18.64,66.3,22.5,17.29,22.67,5.87,118.6,kidneybeans,1890.96
91.38,16.24,56.47,26.45,92.37,6.27,23.43,muskmelon,16816.35
92.44,41.72,24.07,21.44,63.6,6.4,91.8,maize,7468.58
10.47,40.88,20.89,24.07,77.59,6.7,43.56,mungbean,1667.83
78.82,42.1,45.23,25.29,75.32,6.95,179.49,jute,4063.75
46.85,71.48,82.84,15.04,15.46,7.87,84.69,chickpea,1661.72
45.25,51.37,50.67,33.67,93.09,7.14,107.32,papaya,37933.26
78.22,50.74,14.1,24.23,68.58,6.36,93.77,maize,7209.77
22.52,66.41,14.85,27.75,49.55,5.6,144.29,pigeonpeas,1941.6
18.84,65.12,27.36,26.6,42.81,6.0,133.08,pigeonpeas,1823.06
21.26,22.98,32.69,34.11,56.85,5.92,123.45,mango,9686.63
74.92,51.9,26.55,24.79,62.19,5.9,51.33,maize,6280.1
18.55,129.99,212.88,23.75,89.4,6.1,105.93,apple,16298.97
32.58,71.04,26.73,29.65,71.8,6.94,80.74,blackgram,755.16
24.47,37.86,15.57,27.33,88.52,7.45,46.72,mungbean,1092.94
19.73,17.11,37.69,21.63,91.72,6.92,130.82,pomegranate,10881.5
51.63,60.14,44.55,36.23,94.68,7.11,131.43,papaya,37154.78
15.55,117.0,211.04,20.86,93.31,5.83,110.66,apple,13073.16
73.37,50.85,36.18,19.39,73.86,6.02,207.79,rice,4947.2
18.51,43.24,18.29,25.99,53.24,6.63,36.06,mothbeans,1544.23
62.24,57.3,52.28,31.89,89.08,6.5,100.35,papaya,37150.52
11.69,29.58,16.16,36.43,57.51,5.62,95.19,mango,8435.73
22.38,59.27,17.31,27.49,49.28,6.16,133.57,pigeonpeas,1968.91
54.57,59.14,42.96,32.0,94.13,6.35,184.82,papaya,34498.34
38.11,69.16,86.46,17.35,15.38,7.76,83.82,chickpea,1519.5
57.0,61.28,45.98,38.51,92.24,6.53,170.24,papaya,31429.03
22.92,67.5,19.71,28.82,46.84,6.22,165.79,pigeonpeas,2454.01
22.77,18.36,45.22,22.17,88.69,6.08,112.5,pomegranate,9219.94
17.75,122.21,205.28,22.62,89.95,5.8,144.54,apple,12113.9
13.96,126.1,199.2,24.51,75.43,5.96,58.24,grapes,17676.01
85.98,46.91,32.47,24.48,78.32,6.36,137.85,jute,3763.16
17.96,39.17,28.7,25.42,85.29,6.97,53.22,mungbean,1293.29
101.97,10.23,51.16,25.14,78.63,6.1,27.86,watermelon,31792.73
66.33,42.27,45.81,23.24,80.85,6.64,187.66,jute,3081.67
99.75,10.83,47.85,24.03,91.9,6.67,58.27,watermelon,33747.92
90.56,15.03,45.42,27.78,91.37,6.21,26.35,muskmelon,21921.71
17.09,20.8,40.32,22.41,84.68,5.32,112.68,pomegranate,9407.23
96.49,41.3,46.19,16.64,43.53,7.08,67.98,wheat,4918.86
101.3,6.99,47.22,26.03,87.22,6.87,48.79,watermelon,23988.35
10.61,46.82,30.73,24.91,75.09,6.25,57.98,mungbean,1417.91
107.99,20.77,54.62,29.1,88.58,7.01,34.02,muskmelon,16095.69
15.18,45.93,20.16,30.92,83.55,7.02,63.29,mungbean,1703.17
20.63,65.65,15.04,25.11,51.33,5.97,160.55,pigeonpeas,2131.83
14.71,140.59,183.32,27.12,81.76,5.63,51.87,grapes,20802.62
19.51,24.92,34.92,22.65,86.07,6.55,126.53,pomegranate,7852.75
25.72,124.39,198.91,23.69,79.24,6.69,57.55,grapes,24788.44
5.81,67.92,19.47,27.09,56.63,5.53,164.44,pigeonpeas,2066.3
72.22,48.98,35.11,23.82,73.49,6.51,214.18,rice,5919.24
48.92,52.24,45.81,33.82,92.03,6.61,123.77,papaya,42201.86
102.34,98.93,45.82,26.47,85.39,5.99,98.31,banana,43810.13
23.44,28.83,37.1,27.1,53.34,6.0,68.23,mango,8424.21
16.7,78.93,18.77,25.47,65.03,6.35,25.55,lentil,1365.59
36.96,67.61,84.26,19.25,12.67,7.82,76.79,chickpea,2146.68
8.29,27.9,27.97,32.07,54.72,5.76,128.31,mango,9131.74
131.68,49.51,51.12,29.96,62.33,6.44,73.83,cotton,2324.85
84.93,48.92,35.71,24.4,79.12,6.06,276.8,rice,5610.61
15.93,17.63,32.58,28.09,93.68,5.83,160.03,coconut,6373.2
14.27,43.69,26.89,30.04,51.18,7.06,54.41,mothbeans,1540.3
18.11,47.61,19.71,29.65,79.67,6.68,68.12,mungbean,1696.79
36.96,65.36,69.43,21.67,17.22,7.61,64.44,chickpea,1196.83
90.31,52.66,35.8,22.38,83.66,6.49,185.62,rice,5514.43
24.59,30.63,26.78,32.59,46.22,6.37,81.14,mango,11074.35
113.88,14.64,47.63,31.53,91.23,5.66,23.99,muskmelon,16231.37
18.89,67.99,20.7,24.11,58.37,7.07,52.32,lentil,1817.15
23.99,58.7,20.23,21.12,27.57,5.56,111.49,kidneybeans,1786.49
93.53,52.42,43.77,18.07,55.15,6.33,68.95,wheat,4486.08
83.79,52.1,43.56,18.69,53.61,6.31,100.9,wheat,4803.63
108.18,17.12,45.9,28.88,94.72,6.56,20.99,muskmelon,18212.1
18.81,71.75,21.4,18.1,22.96,5.4,92.34,kidneybeans,2705.57
40.46,57.99,42.71,32.68,92.1,7.04,111.85,papaya,37064.63
16.66,67.69,14.71,15.0,22.6,5.88,110.24,kidneybeans,1799.48
19.88,16.05,11.45,26.02,90.86,6.74,86.66,orange,13020.0
19.35,15.06,10.46,20.49,96.43,6.56,118.9,orange,13984.05
90.24,53.48,16.87,19.36,63.99,5.6,83.73,maize,7954.49
20.09,124.9,218.56,24.62,89.35,5.75,111.13,apple,13993.08
86.11,50.8,45.4,24.67,84.3,5.96,150.17,rice,5951.19
23.58,128.92,179.89,18.64,95.95,5.51,107.49,apple,15629.85
34.43,59.3,25.53,25.45,63.98,7.94,67.82,blackgram,864.96
95.21,86.13,58.11,25.96,73.34,6.19,120.98,banana,41792.47
13.17,20.26,34.59,20.32,94.4,6.08,76.35,pomegranate,11185.26
17.28,12.9,41.87,21.53,90.19,6.43,101.14,pomegranate,12168.43
119.52,39.45,34.1,25.15,71.31,6.78,78.77,cotton,3484.14
18.74,26.37,33.04,31.73,49.84,6.15,35.66,mango,10566.62
18.82,19.32,8.97,24.0,98.18,6.68,115.84,orange,16460.14
97.06,20.7,46.94,32.29,91.23,6.54,18.18,muskmelon,16879.98
22.11,20.96,30.59,28.77,50.86,5.36,71.3,mango,11488.47
26.12,149.37,197.41,21.74,81.67,5.33,74.05,grapes,22711.42
19.56,16.63,30.35,29.02,97.21,5.89,180.81,coconut,7377.13
39.05,69.62,68.52,18.26,9.03,7.44,48.54,chickpea,1990.24
17.57,134.03,209.74,25.84,89.81,6.88,72.76,grapes,19411.94
22.84,62.75,26.81,23.28,31.46,5.36,109.86,kidneybeans,1687.71
41.03,64.12,16.0,29.0,73.72,7.72,71.26,blackgram,1051.59
107.59,9.55,49.6,25.56,86.33,6.07,62.86,watermelon,29595.34
14.37,21.73,43.64,21.13,95.0,6.42,133.45,pomegranate,11026.95
41.25,72.04,18.68,28.45,61.99,7.0,52.11,blackgram,1068.43
107.42,19.69,51.95,28.56,93.13,6.58,24.74,muskmelon,20755.18
31.34,75.47,80.41,19.33,20.85,7.19,80.1,chickpea,1571.55
98.73,85.78,36.39,27.33,74.25,6.1,84.27,banana,36812.28
94.04,38.19,42.95,21.86,60.29,6.51,64.08,wheat,4498.92
16.93,136.04,182.19,21.02,92.55,5.74,119.01,apple,15108.71
95.43,70.73,50.39,29.11,74.51,5.81,115.05,banana,47077.27
47.41,61.59,51.8,34.04,90.67,6.77,143.23,papaya,35554.56
86.22,40.15,36.36,22.5,81.63,6.31,205.33,rice,4753.45
21.05,129.96,180.31,18.61,89.46,5.86,113.87,apple,13214.01
87.37,42.72,48.42,23.01,73.27,6.99,160.21,jute,3389.9
19.81,12.92,31.44,28.26,94.62,6.31,169.79,coconut,7002.04
12.35,76.15,18.14,19.51,16.33,5.56,84.2,kidneybeans,2183.33
26.37,44.85,18.51,29.54,82.36,6.7,52.99,mungbean,1581.22
108.34,11.87,47.84,27.55,84.68,6.52,53.4,watermelon,40185.55
21.15,51.49,13.84,26.63,55.29,7.43,49.62,mothbeans,1424.27
84.97,42.37,39.81,23.65,81.05,6.54,156.51,jute,3313.29
73.53,42.59,48.44,24.76,81.96,6.74,202.32,rice,5024.08
103.53,10.19,48.7,23.34,79.58,6.16,54.05,watermelon,26772.11
20.05,23.43,11.65,21.51,89.55,6.71,116.71,orange,11795.48
18.17,15.86,10.55,22.22,87.57,6.6,131.66,orange,12654.82
30.71,39.26,20.47,24.75,40.47,6.89,52.39,mothbeans,1066.14
26.58,18.27,23.89,29.17,45.9,5.8,100.8,mango,9284.26
92.59,88.46,57.9,28.83,85.29,5.98,70.16,banana,38708.97
16.64,48.36,23.69,25.71,53.44,6.87,43.82,mothbeans,1168.52
82.32,52.0,23.77,24.38,68.54,6.18,106.4,maize,7031.5
80.16,48.4,50.12,21.57,47.13,6.49,107.13,wheat,6023.47
99.92,88.82,54.57,27.13,77.0,6.23,103.8,banana,39653.15
16.84,76.69,22.14,24.68,64.36,6.88,43.37,lentil,1499.23
48.39,61.36,50.41,33.79,91.95,6.22,142.63,papaya,37562.32
115.56,89.46,34.91,30.16,83.97,6.6,129.75,banana,42394.59
85.67,52.58,40.19,18.41,53.97,5.87,79.4,wheat,4238.52
46.67,61.48,44.21,37.33,95.95,7.0,114.19,papaya,34741.7
18.44,72.29,22.77,27.49,53.41,5.76,131.97,pigeonpeas,1933.1
20.01,21.2,44.69,20.87,86.24,6.2,112.45,pomegranate,11736.3
55.55,55.95,53.44,31.34,97.95,6.46,124.35,papaya,36886.22
91.59,43.9,44.82,23.83,86.11,6.95,192.64,rice,5068.91
10.16,71.27,24.05,18.01,23.26,5.44,106.95,kidneybeans,1970.39
84.43,46.14,33.44,26.76,91.23,6.87,202.51,jute,4273.69
73.92,43.02,23.26,23.72,63.83,6.02,56.03,maize,6862.16
52.72,57.54,53.35,34.83,94.7,6.74,121.2,papaya,33552.48
26.48,62.46,18.17,19.7,17.81,5.88,90.52,kidneybeans,2427.25
22.12,19.8,9.23,24.24,98.66,7.02,125.7,orange,11519.83
89.97,7.04,56.73,26.24,88.93,6.68,51.67,watermelon,32181.18
23.0,60.46,18.62,27.36,53.58,7.12,35.93,mothbeans,813.28
76.15,48.57,43.31,26.17,75.81,7.07,141.44,rice,5478.52
68.23,37.0,37.57,25.86,80.56,7.42,202.17,jute,2963.14
20.67,46.21,26.14,25.58,87.19,6.29,59.65,mungbean,1385.66
21.49,65.99,23.55,25.86,66.04,6.19,46.18,lentil,1897.99
86.72,18.5,56.87,27.44,88.49,6.46,20.84,muskmelon,17797.54
25.6,145.36,169.7,25.18,75.45,6.0,64.32,grapes,22084.32
52.7,46.57,25.5,25.92,58.85,6.25,75.69,maize,6354.53
21.92,135.68,204.1,21.59,92.28,5.86,78.84,grapes,23518.33
14.53,15.95,45.76,20.03,90.43,6.18,113.73,pomegranate,10766.41
77.73,46.84,41.64,25.11,83.04,6.73,124.82,jute,2810.06
93.03,38.62,40.95,24.74,78.28,6.81,179.74,jute,3696.28
44.38,75.36,73.96,17.31,13.08,7.38,87.95,chickpea,1539.54
22.5,59.54,19.15,26.37,52.14,6.12,107.51,pigeonpeas,2070.98
25.1,134.21,209.93,22.91,74.93,6.22,87.57,grapes,18524.08
19.89,40.8,24.79,30.26,75.26,6.99,40.89,mungbean,1537.59
20.49,19.12,41.1,23.06,95.77,6.21,128.56,pomegranate,11109.45
19.46,14.36,29.45,24.94,92.64,6.53,181.05,coconut,6505.58
43.46,61.65,97.03,18.61,22.9,7.28,100.27,chickpea,1806.82
89.87,50.32,38.12,17.18,49.28,5.9,84.0,wheat,5785.74
101.61,13.23,56.72,26.3,87.37,6.68,46.0,watermelon,27395.18
21.67,147.83,207.1,22.4,89.13,6.0,120.6,apple,16594.0
17.9,72.53,31.73,21.2,64.48,6.55,61.92,lentil,1287.5
86.85,43.26,43.14,23.6,46.72,5.98,83.05,wheat,5602.97
108.15,9.39,50.25,25.82,76.21,6.67,35.43,watermelon,35523.78
23.96,26.15,24.11,31.87,55.55,5.93,116.69,mango,9633.78
20.06,18.22,9.6,20.13,91.1,7.42,143.7,orange,10154.49
95.95,10.26,48.23,25.06,81.58,6.83,64.23,watermelon,28432.52
16.99,133.15,229.13,24.21,90.46,5.86,113.96,apple,12281.8
85.53,13.88,45.29,22.28,83.94,6.21,49.48,watermelon,28808.18
117.64,41.78,43.5,24.39,59.0,6.35,86.64,cotton,2955.9
19.96,29.93,32.92,31.11,52.39,5.69,66.41,mango,8448.84
106.3,45.66,45.41,23.39,73.45,6.25,84.25,cotton,3194.98
122.27,48.48,48.64,22.85,64.43,6.32,79.21,cotton,3140.36
64.62,46.7,36.45,23.75,80.77,6.24,131.46,jute,3756.1
23.39,16.85,31.28,25.63,92.99,5.91,198.22,coconut,8702.33
17.29,61.44,20.94,22.3,68.33,7.56,38.13,lentil,1630.28
17.61,16.73,29.5,29.23,97.06,6.3,152.64,coconut,6366.08
41.94,69.26,78.06,15.73,21.15,8.0,65.75,chickpea,1590.33
20.63,129.1,215.84,20.95,91.87,5.95,124.91,apple,16166.83
76.4,43.25,39.35,25.03,75.51,6.89,165.74,jute,3251.7
33.32,65.94,81.32,16.64,17.34,7.47,71.79,chickpea,1722.84
16.55,24.95,27.25,29.81,43.6,5.36,78.41,mango,10682.89
18.19,27.54,13.12,30.1,53.82,5.58,85.68,mango,8281.08
75.33,45.85,22.94,18.8,67.31,7.01,57.74,maize,7223.96
88.96,70.08,50.73,29.32,79.08,5.55,121.8,banana,48307.95
19.84,67.84,24.15,22.19,56.1,6.74,38.34,lentil,1527.77
21.88,16.09,13.15,25.09,93.3,7.09,111.32,orange,8703.84
44.58,65.25,78.83,16.09,23.22,7.4,100.49,chickpea,1909.77
73.52,55.99,35.13,26.03,76.79,7.04,163.04,jute,3567.88
14.5,66.36,25.54,25.13,68.22,6.94,51.23,lentil,1347.38
14.4,51.86,20.01,24.91,55.46,7.05,44.99,mothbeans,1469.73
19.16,15.64,8.97,23.8,89.84,6.83,95.8,orange,14724.11
44.57,60.27,95.9,19.72,22.2,7.1,52.51,chickpea,1555.7
19.42,66.27,24.45,25.76,44.17,5.82,169.58,pigeonpeas,2303.83
43.71,60.66,47.02,33.28,95.16,7.34,157.03,papaya,36747.03
43.91,63.44,19.9,29.5,62.86,7.0,50.99,blackgram,1311.63
22.26,70.96,16.47,25.44,64.65,6.81,50.35,lentil,1358.37
118.49,71.54,51.37,30.13,83.0,6.05,85.63,banana,34298.26
46.22,69.78,10.95,31.27,64.41,6.86,71.67,blackgram,1188.92
24.57,46.83,23.54,29.55,93.04,7.11,62.47,mungbean,1722.44
15.95,17.72,42.06,24.15,84.43,6.35,64.46,pomegranate,10974.68
21.56,130.1,206.33,27.05,85.84,6.44,53.3,grapes,22437.67
20.19,17.75,46.89,16.62,85.73,6.7,107.28,pomegranate,11636.41
22.51,153.02,200.66,26.28,83.47,6.18,43.93,grapes,21384.71
25.48,131.46,182.77,21.51,89.83,5.93,101.04,apple,10720.92
82.56,54.82,53.95,16.32,52.99,6.85,70.54,wheat,5715.3
49.45,69.19,15.8,30.44,63.24,7.1,76.71,blackgram,1308.79
15.64,19.37,38.16,19.21,91.72,6.95,121.5,pomegranate,12869.51
30.6,71.56,61.17,16.88,19.31,7.56,79.38,chickpea,1667.79
18.92,15.13,10.94,24.38,91.15,7.2,121.3,orange,14419.46
21.22,52.78,17.58,27.91,52.92,7.0,56.91,mothbeans,1273.92
46.34,46.89,50.71,34.87,95.05,6.44,116.97,papaya,33685.59
24.61,14.44,30.57,23.98,93.52,6.13,226.75,coconut,5211.34
18.62,68.66,11.98,20.37,66.48,6.94,41.74,lentil,1122.31
22.0,10.62,7.76,23.78,94.63,6.54,125.9,orange,12450.15
90.58,50.38,50.69,17.24,50.85,5.79,73.33,wheat,4576.49
18.27,16.24,33.97,23.4,96.65,6.31,163.79,coconut,8109.01
106.12,19.65,48.99,25.5,92.92,6.67,28.63,muskmelon,18068.22
17.38,22.9,26.07,34.9,53.68,5.98,118.54,mango,11339.9
83.15,47.94,50.25,24.08,81.92,7.41,160.37,jute,3528.9
79.51,42.15,37.84,29.52,86.14,6.26,115.83,jute,3422.42
17.91,125.42,185.31,23.72,87.85,6.0,62.35,grapes,17013.57
115.11,47.63,48.21,21.56,74.19,6.98,66.87,cotton,2879.59
13.83,49.65,15.93,27.27,87.52,6.86,62.37,mungbean,1386.44
111.58,91.79,54.75,28.05,80.46,5.85,85.94,banana,42862.65
16.77,13.44,29.31,26.95,93.66,6.17,214.6,coconut,6947.38
80.97,52.84,36.49,22.34,80.04,5.27,208.88,rice,6033.42
22.76,141.22,190.22,21.73,89.38,5.64,119.32,apple,13655.76
22.43,23.68,30.51,29.91,44.61,5.46,99.52,mango,8570.61
25.88,42.34,14.51,29.37,84.56,6.56,57.9,mungbean,1265.97
17.09,51.54,30.42,25.98,51.3,6.87,58.86,mothbeans,1066.44
23.1,132.78,205.15,27.75,82.52,6.18,54.37,grapes,23579.77
107.91,43.05,39.77,23.07,62.2,7.19,83.46,wheat,4537.03
44.09,69.98,20.85,28.31,68.04,6.77,66.47,blackgram,1411.47
34.35,65.75,92.57,16.39,19.08,7.28,84.37,chickpea,1920.23
22.32,28.67,35.42,29.79,45.29,5.61,75.64,mango,10564.4
70.09,45.17,40.5,21.99,74.25,6.03,168.13,rice,5967.07
20.16,135.13,188.77,19.45,91.88,6.31,115.64,apple,14070.84
62.97,49.27,22.34,24.17,65.49,6.15,77.17,maize,7251.57
20.93,28.68,29.01,31.74,45.04,5.41,99.73,mango,10978.65
109.28,6.84,51.02,24.63,93.39,6.78,43.7,watermelon,29026.9
93.7,19.04,58.9,31.66,90.27,6.58,17.85,muskmelon,17991.52
45.2,62.91,18.86,28.12,63.07,7.3,69.62,blackgram,1588.17
23.19,76.08,13.04,27.93,39.92,5.73,144.03,pigeonpeas,2211.64
19.66,70.16,23.7,33.14,36.75,5.98,137.86,pigeonpeas,1850.07
98.74,49.31,52.76,24.84,56.57,7.32,86.13,wheat,4729.33
77.57,48.29,24.24,17.51,61.97,6.11,109.0,maize,6434.13
14.01,64.29,22.63,24.02,69.71,6.95,42.48,lentil,2106.85
